projectname,classification,commenttext
Hive,DESIGN,'//  TODO : simple wrap & rethrow for now clean up with error codes '
Hive,DESIGN,'// todo: add method to only get current i.e. skip history - more efficient '
Hive,DESIGN,'/*  * Simple wrapper of object with ObjectInspector. *  * TODO: we need to redefine the hashCode and equals methods so that it can be * put into a HashMap as a key. *  * This class also serves as a facility for a function that returns both an * object and an ObjectInspector.  */'
Hive,DESIGN,'//  The ordering of types here is used to determine which numeric types   are common/convertible to one another. Probably better to rely on the   ordering explicitly defined here than to assume that the enum values   that were arbitrarily assigned in PrimitiveCategory work for our purposes. '
Hive,DESIGN,'//  Something else is wrong '
Hive,DESIGN,'//  TODO: Comments in RexShuttle.visitCall() mention other   types in this category. Need to resolve those together   and preferably in the base class RexShuttle. '
Hive,DESIGN,'//  TODO: Verify if this is needed (Why can\'t it be always null/empty '
Hive,DESIGN,'//  is the outer join that we saw most recently is a right outer join? '
Hive,DESIGN,'//  TODO: this relies on HDFS not changing the format; we assume if we could get inode ID this         is still going to work. Otherwise file IDs can be turned off. Later we should use         as public utility method in HDFS to obtain the inode-based path. '
Hive,DESIGN,'//  TODO: should it rather do a prefix? '
Hive,DESIGN,'/*    * TODO This method is temporary. Ideally Hive should only need to pass to Tez the amount of memory   *      it requires to do the map join and Tez should take care of figuring out how much to allocate   * Adjust the percentage of memory to be reserved for the processor from Tez   * based on the actual requested memory by the Map Join i.e. HIVECONVERTJOINNOCONDITIONALTASKTHRESHOLD   * @return the adjusted percentage    */'
Hive,DESIGN,'//  A hack to verify that authorization check passed. Exception can be thrown be cause   the functions are not being called with valid params.   verify that exception has come from ObjectStore code which means that the '
Hive,DESIGN,'//  TODO: should this use getUserFromAuthenticator? '
Hive,DESIGN,'// TODO: Move this to calcite '
Hive,IMPLEMENTATION,'//  TODO: add this to metadatareader in ORC - SI => metadata buffer not just metadata. '
Hive,DESIGN,'//  TODO: This should come from type system; Currently there is no definition '
Hive,DESIGN,'//  TODO At the moment there\'s no way of knowing whether a query is running or not.   A race is possible between dagComplete and registerFragment - where the registerFragment   is processed after a dagCompletes.   May need to keep track of completed dags for a certain time duration to avoid this.   Alternately - send in an explicit dag start message before any other message is processed.   Multiple threads communicating from a single AM gets in the way of this. '
Hive,DESIGN,'/*     Should we allow writing to non-transactional tables in an explicit transaction?  The user may    issue ROLLBACK but these tables won\'t rollback.    Can do this by checking ReadEntity/WriteEntity to determine whether it\'s reading/writing    any non acid and raise an appropriate error    * Driver.acidSinks and Driver.transactionalInQuery can be used if any acid is in the query */'
Hive,IMPLEMENTATION,'//  TODO: implement? '
Hive,IMPLEMENTATION,'// todo: what is this checking???? '
Hive,DESIGN,'//  I think this is wrong the drop table statement should come on the table topic not the   DB topic - Alan. '
Hive,DESIGN,'//  TODO: rather Tez sessions should not depend on SessionState. '
Hive,IMPLEMENTATION,'//  todo: support tez/vectorization '
Hive,DESIGN,'//  TODO: read this somewhere useful like the task scheduler '
Hive,IMPLEMENTATION,'//  TODO Add support for serialization of values here '
Hive,DESIGN,'//  TODO: Convert genIncludedColumns and setSearchArgument to use TypeDescription. '
Hive,DESIGN,"'//  TODO: when this code is a little less hot change most logs to debug.   We will determine what to do under lock and then do stuff outside of the lock.   The approach is state-based. We consider the task to have a duck when we have decided to   give it one; the sends below merely fix the discrepancy with the actual state. We may add the   ability to wait for LLAPs to positively ack the revokes in future.   The \""procedural\"" approach requires that we track the ducks traveling on network   concurrent terminations etc. So while more precise it\'s much more complex. '"
Hive,DESIGN,'//  TODO: why doesn\'t this use context? '
Hive,DESIGN,'//  Note: this is redundant with types '
Hive,DESIGN,'//  The following 2 lines are exactly what MySQL does TODO: why do we do this? '
Hive,DESIGN,'//  temporary variable for testing. This is added just to turn off this feature in case of a bug in   deployment. It has not been documented in hive-default.xml intentionally this should be removed '
Hive,IMPLEMENTATION,'//  TODO need session handle '
Hive,DESIGN,'//  This is kind of hacky - the read entity contains the old table whereas   the write entity   contains the new table. This is needed for rename - both the old and the   new table names are   passed '
Hive,DESIGN,'//  UNDONE: For now don\'t add more small keys... '
Hive,DESIGN,'//  TODO: can this ever happen? '
Hive,DESIGN,'//  TODO: there\'s a potential problem here if some table uses external schema like Avro         with a very large type name. It seems like the view does not derive the SerDe from         the table so it won\'t be able to just get the type from the deserializer like the         table does; we won\'t be able to properly store the type in the RDBMS metastore. '
Hive,DESIGN,'//  TODO: this should depends on input format and be in a map or something. '
Hive,DESIGN,'//  TODO: we can actually consider storing ALL the delta encoded row offsets - not a lot of         overhead compared to the data itself and with row offsets we could use columnar         blocks for inconsistent splits. We are not optimizing for inconsistent splits for now. '
Hive,DESIGN,'//  TODO: should this just use physical IDs? '
Hive,DESIGN,'//  TODO: wtf?!! why is this in this method? This has nothing to do with anything. '
Hive,DESIGN,'//  This class isn\'t used and I suspect does totally the wrong thing.  It\'s only here so that I   can provide some output format to the tables and partitions I create.  I actually write to '
Hive,DESIGN,'//  TODO: does arg need type cast? '
Hive,DESIGN,'// what??!! '
Hive,DESIGN,'//  TODO not sure this is the right exception '
Hive,DESIGN,'//  we need to convert the Hive type to the SQL type name   TODO: this would be better handled in an enum '
Hive,IMPLEMENTATION,'//  TODO: NPE should not be thrown '
Hive,DESIGN,'//  CONSIDER: Allocate a larger initial size. '
Hive,DESIGN,'//  No good way to find out (may even have no app). '
Hive,IMPLEMENTATION,'//  Hardcode SASL here. ZKDTSM only supports none or sasl and we never want none. '
Hive,DESIGN,'//  We support List<Object> Set<Object> and Object[]   so we have to do differently. '
Hive,DESIGN,'//  If wh is still null after just having initialized it bail out - something\'s very wrong. '
Hive,DEFECT,'//  TODO Convert this to an Assert.fail once HIVE-14682 is fixed '
Hive,IMPLEMENTATION,'//  TODO: we should be able to enable caches separately '
Hive,DESIGN,'//  For dynamic partitioned hash join the big table will also be coming from a ReduceSinkOperator   Check for this condition.   TODO: use indexOf() or parentRS.getTag()? '
Hive,DESIGN,'//  TODO:   Following HiveSubQueryFinder has been copied from RexUtil::SubQueryFinder   since there is BUG in there (CALCITE-1726).   Once CALCITE-1726 is fixed we should get rid of the following code '
Hive,DESIGN,'//  TODO: Extend rule so it can be applied for these cases. '
Hive,IMPLEMENTATION,'//  TODO: Support case DATE: '
Hive,DESIGN,'//  TODO figure out a better way to set repeat for Binary type '
Hive,DESIGN,'//  TODO: If we are ok with breaking compatibility of existing 3rd party StorageHandlers   this method could be moved to the HiveStorageHandler interface. '
Hive,DESIGN,'//  TODO: This global lock may not be necessary as all concurrent methods in ICacheableMetaStoreClient   are synchronized. '
Hive,DESIGN,'// todo: FileSystem#setPermission() - should this make sure to set 777 on jobs/ ? '
Hive,DESIGN,'/*  * Builder for relational expressions. * TODO: *  Note that this is copied from Calcite\'s RelBulder *  because CALCITE-1493 hasn\'t been fixed yet *  This should be deleted and replaced with RelBuilder in SubqueryRemoveRule *  once CALCITE-1493 is fixed. *  EDIT: Although CALCITE-1493 has been fixed and released but HIVE now has special handling *    in join (it gets a flag to see if semi join is to be created or not). So we still can not *    replace this with Calcite\'s RelBuilder * * <p>{@code RelBuilder} does not make possible anything that you could not * also accomplish by calling the factory methods of the particular relational * expression. But it makes common tasks more straightforward and concise. * * <p>{@code RelBuilder} uses factories to create relational expressions. * By default it uses the default factories which create logical relational * expressions ({@link org.apache.calcite.rel.logical.LogicalFilter} * {@link org.apache.calcite.rel.logical.LogicalProject} and so forth). * But you could override those factories so that say {@code filter} creates * instead a {@code HiveFilter}. * * <p>It is not thread-safe.  */'
Hive,DESIGN,'//  TODO: Setting autocommit should not generate an exception as long as it is set to false   beeLine.autocommitStatus(getConnection()); '
Hive,DESIGN,'//  TODO: precision and scale would be practically invalid for string conversion (3838) '
Hive,DESIGN,'//  TODO: Should this really default to FETCH_NEXT? '
Hive,DESIGN,'//  TODO: Not sure about the use of this. Should we instead use workerIdentity as sessionId? '
Hive,DESIGN,'//  @deprecated in favour of {@link HCatTable.#tableType(HCatTable.Type)}. To be removed in Hive 0.16. '
Hive,IMPLEMENTATION,'//  TODO: trace ranges here? Between data cache and incomplete cb cache '
