projectname,package,top_package,comment,classification
Hive,Hive,Hive,'//  @deprecated in favour of {@link HCatTable.#getStorageHandler()}. To be removed in Hive 0.16. ',DESIGN
Hive,Hive,Hive,'//  First try temp table   TODO CAT - I think the right thing here is to always put temp tables in the current   catalog.  But we don\'t yet have a notion of current catalog, so we\'ll have to hold on   until we do. ',DESIGN
Hive,Hive,Hive,'// TODO: set other Table properties as needed ',IMPLEMENTATION
Hive,Hive,Hive,'//  Don\'t pass in the pool set - not thread safe; if the user is trying to force us to   use a non-existent pool, we want to fail anyway. We will fail later during get. ',DESIGN
Hive,Hive,Hive,'// TODO: Since OperationLog is moved to package o.a.h.h.ql.session,   we may add a Enum there and map FetchOrientation to it. ',DESIGN
Hive,Hive,Hive,'//  TODO: ideally this only needs to be called if the result   type will also change. However, since that requires   support from type inference rules to tell whether a rule   decides return type based on input types, for now all   operators will be recreated with new type if any operand   changed, unless the operator has \"built-in\" type. ',DESIGN
Hive,Hive,Hive,'//  TODO: ideally we should store shortened representation of only the necessary fields         in HBase; it will probably require custom SARG application code. ',DESIGN
Hive,Hive,Hive,'//  This is a massive hack.  The compactor threads have to access packages in ql (such as   AcidInputFormat).  ql depends on metastore so we can\'t directly access those.  To deal   with this the compactor thread classes have been put in ql and they are instantiated here   dyanmically.  This is not ideal but it avoids a massive refactoring of Hive packages.     Wrap the start of the threads in a catch Throwable loop so that any failures   don\'t doom the rest of the metastore. ',DESIGN
Hive,Hive,Hive,'//  FIXME: there were 2 afterclass methods...i guess this is the right order...maybe not ',DESIGN
Hive,Hive,Hive,'//  TODO HIVE-13483 Get all of these properties from the registry. This will need to take care of different instances   publishing potentially different values when we support changing configurations dynamically. ',DESIGN
Hive,Hive,Hive,'//  TODO: replace with withTimeout after we get the relevant guava upgrade. ',DESIGN
Hive,Hive,Hive,'/*    * TODO: need to turn on rules that\'s commented out and add more if necessary.    */',IMPLEMENTATION
Hive,Hive,Hive,'/* todo: handle renaming files somewhere */',DESIGN
Hive,Hive,Hive,'//  @deprecated in favour of {@link HCatTable.#getBucketCols()}. To be removed in Hive 0.16. ',DESIGN
Hive,Hive,Hive,'//  TODO: this doesn\'t include superclass. ',DESIGN
Hive,Hive,Hive,'//  FIXME: move this to ColStat related part ',DESIGN
Hive,Hive,Hive,'//  TODO: Not sure that this is the correct behavior. It doesn\'t make sense to create the   partition without column info. This should be investigated later. ',DESIGN
Hive,Hive,Hive,'//  Note : preservePartitionSpecs=true implies inheritTableSpecs=false but   but preservePartitionSpecs=false(default) here is not sufficient enough   info to set inheritTableSpecs=true ',DESIGN
Hive,Hive,Hive,'//  FIXME: this should be changeto valueOf ...   that will also kill that fallback \'none\' which is I think more like a problem than a   feature ;) ',DESIGN
Hive,Hive,Hive,'//  TODO Setup a set of threads to process incoming requests.   Make sure requests for a single dag/query are handled by the same thread ',DESIGN
Hive,Hive,Hive,'//  TODO: add alter database support in HCat ',IMPLEMENTATION
Hive,Hive,Hive,'//  TODO add tests for partitions in other catalogs ',TEST
Hive,Hive,Hive,'//  TODO I suspect we could skip much of the stuff above this in the function in the case   of update and delete.  But I don\'t understand all of the side effects of the above   code and don\'t want to skip over it yet. ',DESIGN
Hive,Hive,Hive,'//  TODO: expireAfterAccess locks cache segments on put and expired get. It doesn\'t look too bad,         but if we find some perf issues it might be a good idea to remove this - we are probably         not caching that many constructors.   Note that weakKeys causes \"==\" to be used for key compare; this will only work   for classes in the same classloader. Should be ok in this case. ',DESIGN
Hive,Hive,Hive,'//  TODO Why is the queue name set again. It has already been setup via setQueueName. Do only one of the two.',DESIGN
Hive,Hive,Hive,'//  TODO Create and init session sets up queue, isDefault - but does not initialize the configuration ',DESIGN
Hive,Hive,Hive,'//  @deprecated in favour of {@link HCatTable.#sortCols(Map<String, String>)}.   To be removed in Hive 0.16. ',DESIGN
Hive,Hive,Hive,'//  TODO: Handle Query Hints; currently we ignore them ',IMPLEMENTATION
Hive,Hive,Hive,'//  TODO: Currently we only support EQUAL operator on two references.   We might extend the logic to support other (order-preserving)   UDFs here. ',IMPLEMENTATION
Hive,Hive,Hive,'//  is the right was at the left side of a right outer join? ',DESIGN
Hive,Hive,Hive,'//  TODO: why does this only kill non-default sessions?   Nothing for workload management since that only deals with default ones. ',DESIGN
Hive,Hive,Hive,'//  TODO: should this use getPartitionDescFromPathRecursively? That\'s what other code uses. ',DESIGN
Hive,Hive,Hive,'//  TODO: Fix this ',DEFECT
Hive,Hive,Hive,'//  ### FIXME: doing the multi-line handling down here means   higher-level logic never sees the extra lines. So,   for example, if a script is being saved, it won\'t include   the continuation lines! This is logged as sf.net   bug 879518. ',IMPLEMENTATION
Hive,Hive,Hive,'//  REVIEW jhyde 29-Oct-2007: This rule is non-static, depends on the state   of members in RelDecorrelator, and has side-effects in the decorrelator.   This breaks the contract of a planner rule, and the rule will not be   reusable in other planners. ',DESIGN
Hive,Hive,Hive,'//  We can loop thru all the tables to check if they are ACID first and then perform cleanup,   but it\'s more efficient to unconditionally perform cleanup for the database, especially   when there are a lot of tables ',DESIGN
Hive,Hive,Hive,'//  TODO: Implement this ',IMPLEMENTATION
Hive,Hive,Hive,'//  TODO: allow using unsafe optionally.   bounds check first, to trigger bugs whether the first byte matches or not ',IMPLEMENTATION
Hive,Hive,Hive,'//  TODO: this doesn\'t appear to be used anywhere. ',DESIGN
Hive,Hive,Hive,'//  for auto convert map-joins, it not safe to dedup in here (todo) ',IMPLEMENTATION
Hive,Hive,Hive,'//  We\'re scanning a tree from roots to leaf (this is not technically   correct, demux and mux operators might form a diamond shape, but   we will only scan one path and ignore the others, because the   diamond shape is always contained in a single vertex). The scan   is depth first and because we remove parents when we pack a pipeline   into a vertex we will never visit any node twice. But because of that   we might have a situation where we need to connect \'work\' that comes after   the \'work\' we\'re currently looking at.     Also note: the concept of leaf and root is reversed in hive for historical ',DESIGN
Hive,Hive,Hive,'//  The following parameters are not supported yet. TODO Add support ',IMPLEMENTATION
Hive,Hive,Hive,'//  TODO: this should be   unique ',DESIGN
Hive,Hive,Hive,'// todo: Concurrent insert/update of same partition - should pass ',DESIGN
Hive,Hive,Hive,'//  @deprecated in favour of {@link HCatTable.#fieldsTerminatedBy()}. To be removed in Hive 0.16. ',DESIGN
Hive,Hive,Hive,'//  TODO: this is invalid for ACID tables, and we cannot access AcidUtils here. ',DESIGN
Hive,Hive,Hive,'/*    * After each major compaction, stats need to be updated on each column of the   * table/partition which previously had stats.   * 1. create a bucketed ORC backed table (Orc is currently required by ACID)   * 2. populate 2 partitions with data   * 3. compute stats   * 4. insert some data into the table using StreamingAPI   * 5. Trigger major compaction (which should update stats)   * 6. check that stats have been updated   *   * @throws Exception todo:   *                   2. add non-partitioned test   *                   4. add a test with sorted table?    */',DESIGN
Hive,Hive,Hive,'/*    * in Hive 1.3.0 delta file names changed to delta_xxxx_yyyy_zzzz; prior to that   * the name was delta_xxxx_yyyy.  We want to run compaction tests such that both formats   * are used since new (1.3) code has to be able to read old files.    */',DESIGN
Hive,Hive,Hive,'//  TODO: should call HiveHFileOutputFormat#setOutputPath ',DESIGN
Hive,Hive,Hive,'//  TODO: we could try to get superclass or generic interfaces. ',DESIGN
Hive,Hive,Hive,'//  TODO: this actually calls the metrics system and getMetrics - that may be expensive.         For now it looks like it should be ok to do on WM thread. ',DESIGN
Hive,Hive,Hive,'//  TODO: get rid of the builders - they serve no purpose... just call ctors directly. ',DESIGN
Hive,Hive,Hive,'//  TODO: Verify GB having is not a separate filter (if so we shouldn\'t   introduce derived table) ',DESIGN
Hive,Hive,Hive,'/* Q: why don\'t we lock the snapshot here???  Instead of having client make an explicit call    whenever it chooses    A: If we want to rely on locks for transaction scheduling we must get the snapshot after lock    acquisition.  Relying on locks is a pessimistic strategy which works better under high    contention. */',DESIGN
Hive,Hive,Hive,'//  TODO: temporary, need to expose from ORC utils (note the difference in null checks) ',IMPLEMENTATION
Hive,Hive,Hive,'//  TODO: maybe use stack of est+obj pairs instead of recursion. ',DESIGN
Hive,Hive,Hive,'//  TODO: shortcut for last col below length? ',DESIGN
Hive,Hive,Hive,'//  TEMPORARY: In order to avoid a new version of storage-api, do the conversion here... ',DESIGN
Hive,Hive,Hive,'// TODO: these constraints should be supported for partition columns ',DESIGN
Hive,Hive,Hive,'//  We have a nested setcolref. Process that and start from scratch TODO: use stack? ',DESIGN
Hive,Hive,Hive,'//  TODO: is this correct? based on the same logic as HIVE-14200 ',DESIGN
Hive,Hive,Hive,'//  TODO refactor the following into the pipeline ',DESIGN
Hive,Hive,Hive,'//  TODO: change to FileInputFormat.... field after MAPREDUCE-7086. ',DESIGN
Hive,Hive,Hive,'//  TODO: if we ever use this endpoint for anything else, refactor cycling into a separate class. ',DESIGN
Hive,Hive,Hive,'//  something is seriously wrong if this is happening ',DESIGN
Hive,Hive,Hive,'//  TODO: Ordering seems to affect the distinctness, needs checking, disabling. ',IMPLEMENTATION
Hive,Hive,Hive,'//  TODO: avoid put() by working directly in OutStream? ',DESIGN
Hive,Hive,Hive,'//  Can\'t fetch prefix on colqual, must pull the entire qualifier   TODO use an iterator to do the filter, server-side. ',DESIGN
Hive,Hive,Hive,'//  These tests inherently cause exceptions to be written to the test output   logs. This is undesirable, since you it might appear to someone looking   at the test output logs as if something is failing when it isn\'t. Not   sure ',TEST
Hive,Hive,Hive,'//     return HiveConf.getPositionFromInternalName(fieldName);   The above line should have been all the implementation that   we need, but due to a bug in that impl which recognizes   only single-digit columns, we need another impl here. ',IMPLEMENTATION
Hive,Hive,Hive,'//  @deprecated in favour of {@link HCatTable.#getPartCols()}. To be removed in Hive 0.16. ',DESIGN
Hive,Hive,Hive,'//  TODO: Verify if we need to use ConstantObjectInspector to unwrap data ',DESIGN
Hive,Hive,Hive,'//  2) Generate HiveTableFunctionScan RelNode for lateral view   TODO: Support different functions (not only INLINE) with LATERAL VIEW JOIN ',IMPLEMENTATION
Hive,Hive,Hive,'// todo: this is actually not adding anything since LockComponent uses a Trie to \"promote\" a lock  except by accident - when we have a partitioned target table we have a ReadEntity and WriteEntity  for the table, so we mark ReadEntity and then delete WriteEntity (replace with Partition entries)  so DbTxnManager skips Read lock on the ReadEntity....  input.noLockNeeded()? ',DESIGN
