@relation comments-weka.filters.unsupervised.instance.RemovePercentage-P50.0
@attribute comment string
@attribute classification {TEST,IMPLEMENTATION,DESIGN,DEFECT,DOCUMENTATION}
@data
"'//  No good way to find out (may even have no app). '",'DESIGN'
"'//  Hardcode SASL here. ZKDTSM only supports none or sasl and we never want none. '",'IMPLEMENTATION'
"'//  We support List<Object> Set<Object> and Object[]   so we have to do differently. '",'DESIGN'
"'//  If wh is still null after just having initialized it bail out - something\\'s very wrong. '",'DESIGN'
"'//  TODO Convert this to an Assert.fail once HIVE-14682 is fixed '",'DEFECT'
"'//  TODO: we should be able to enable caches separately '",'IMPLEMENTATION'
"'//  For dynamic partitioned hash join the big table will also be coming from a ReduceSinkOperator   Check for this condition.   TODO: use indexOf() or parentRS.getTag()? '",'DESIGN'
"'//  TODO:   Following HiveSubQueryFinder has been copied from RexUtil::SubQueryFinder   since there is BUG in there (CALCITE-1726).   Once CALCITE-1726 is fixed we should get rid of the following code '",'DESIGN'
"'//  TODO: Extend rule so it can be applied for these cases. '",'DESIGN'
"'//  TODO: Support case DATE: '",'IMPLEMENTATION'
"'//  TODO figure out a better way to set repeat for Binary type '",'DESIGN'
"'//  TODO: If we are ok with breaking compatibility of existing 3rd party StorageHandlers   this method could be moved to the HiveStorageHandler interface. '",'DESIGN'
"'//  TODO: This global lock may not be necessary as all concurrent methods in ICacheableMetaStoreClient   are synchronized. '",'DESIGN'
"'// todo: FileSystem#setPermission() - should this make sure to set 777 on jobs/ ? '",'DESIGN'
"'/*  * Builder for relational expressions. * TODO: *  Note that this is copied from Calcite\\'s RelBulder *  because CALCITE-1493 hasn\\'t been fixed yet *  This should be deleted and replaced with RelBuilder in SubqueryRemoveRule *  once CALCITE-1493 is fixed. *  EDIT: Although CALCITE-1493 has been fixed and released but HIVE now has special handling *    in join (it gets a flag to see if semi join is to be created or not). So we still can not *    replace this with Calcite\\'s RelBuilder * * <p>{@code RelBuilder} does not make possible anything that you could not * also accomplish by calling the factory methods of the particular relational * expression. But it makes common tasks more straightforward and concise. * * <p>{@code RelBuilder} uses factories to create relational expressions. * By default it uses the default factories which create logical relational * expressions ({@link org.apache.calcite.rel.logical.LogicalFilter} * {@link org.apache.calcite.rel.logical.LogicalProject} and so forth). * But you could override those factories so that say {@code filter} creates * instead a {@code HiveFilter}. * * <p>It is not thread-safe.  */'",'DESIGN'
"'//  TODO: Setting autocommit should not generate an exception as long as it is set to false   beeLine.autocommitStatus(getConnection()); '",'DESIGN'
"'//  TODO: precision and scale would be practically invalid for string conversion (3838) '",'DESIGN'
"'//  TODO: Should this really default to FETCH_NEXT? '",'DESIGN'
"'//  TODO: Not sure about the use of this. Should we instead use workerIdentity as sessionId? '",'DESIGN'
"'//  @deprecated in favour of {@link HCatTable.#tableType(HCatTable.Type)}. To be removed in Hive 0.16. '",'DESIGN'
"'//  TODO: trace ranges here? Between data cache and incomplete cb cache '",'IMPLEMENTATION'
"'//  FIXME: retain old error; or create a new one? '",'DESIGN'
"'//  we don\\'t remove the work from the sparkWork here. The removal is done later. '",'DESIGN'
"'//  TODO: need to move from Python to Java for the rest of the script. '",'DESIGN'
"'//  check if input pruning is possible   TODO: this code is buggy - it relies on having one file per bucket; no MM support (by design). '",'DESIGN'
"'//  todo: strictly speaking you can commit an empty txn thus 2nd conjunct is wrong but   only   possible for for multi-stmt txns '",'DESIGN'
'\'//  View DDL   \\"alter view add partition\\" does not work because of the nature of implementation   of the DDL in hive. Hive will internally invoke another Driver on the select statement   and HCat does not let \\"select\\" statement through. I cannot find a way to get around it   without modifying hive code. So just leave it unsupported. \'','DESIGN'
'\'// todo: to test these need to link against 3.x libs - maven profiles?  runStatementOnDriver(\\"create table TFlat (a int b int) stored as orc tblproperties(\\\'transactional\\\'=\\\'false\\\')\\");  runStatementOnDriver(\\"create table TFlatText (a int b int) stored as textfile tblproperties(\\\'transactional\\\'=\\\'false\\\')\\"); \'','DESIGN'
"'//  NOTE : This is hacky and this section of code is fragile depending on DN code varnames   so it\\'s likely to stop working at some time in the future especially if we upgrade DN   versions so we actively need to find a better way to make sure the leak doesn\\'t happen   instead of just clearing out the cache after every call. '",'DESIGN'
"'//  TODO: should never happen? '",'DESIGN'
"'//  UNDONE: Don\\'t know why HIVE-12894 causes this to return 0?   assertEquals(0.33 reader.getProgress() 0.01); '",'DESIGN'
"'//  @deprecated in favour of {@link HCatTable.#getLocation()}. To be removed in Hive 0.16. '",'DESIGN'
"'//  we do not support Windows we will revisit this if we really need it for windows. '",'DESIGN'
"'//  Pass an empty list as no columns will be written to the file.   TODO I should be able to make this work for update '",'IMPLEMENTATION'
"'//  TODO: throw an exception? '",'DESIGN'
"'//  TODO: move to DynamicSerDe when it\\'s ready '",'DESIGN'
"'//  TODO: Replace with direct call to ProgressHelper when reliably available. '",'DESIGN'
"'//  TODO: this is the only place that uses keepTmpDir. Why? '",'DESIGN'
"'//  TODO: use serdeConstants.COLLECTION_DELIM when the typo is fixed '",'DESIGN'
"'//  Indicates whether a node had a recent communication failure.   This is primarily for tracking and logging purposes for the moment.   TODO At some point treat task rejection and communication failures differently. '",'DESIGN'
"'//  TODO: move other protocols to use this too. '",'DESIGN'
"'//  TODO Move the following 2 properties out of Configuration to a constant. '",'DESIGN'
"'/*  * Creates size estimators for java objects. The estimators attempt to do most of the reflection * work at initialization time and also take some shortcuts to minimize the amount of work done * during the actual estimation. * TODO: clean up  */'",'DESIGN'
"'//  TODO: move to a base class? '",'DESIGN'
"'//  Since the MapJoin has had all of its other parents removed at this point   it would be bad here if processReduceSinkToHashJoin() tries to do anything '",'DESIGN'
"'// todo: should this be done for MM?  is it ok to use CombineHiveInputFormat with MM '",'DESIGN'
"'//  todo this should be changed to be evaluated lazily especially for single segment case '",'DESIGN'
"'//  TODO Disable blacklisting in Tez when using LLAP until this is properly supported.   Blacklisting can cause containers to move to a terminating state which can cause attempt to be marked as failed.   This becomes problematic when we set #allowedFailures to 0   TODO HIVE-13484 What happens when we try scheduling a task on a node that Tez at this point thinks is blacklisted. '",'DESIGN'
"'// todo should this check be in conformToAcid()? '",'DESIGN'
"'//  TODO: Split count is not same as no of buckets '",'DESIGN'
"'// TODO: Cols that come through PTF should it retain (VirtualColumness)? '",'DESIGN'
"'//  TODO : verify if any quoting is needed for keys '",'DESIGN'
"'// todo: this should check that the job actually completed and likely use completion time '",'DESIGN'
"'//  TODO: move this to logicalEquals '",'DESIGN'
"'/*  * TODO:<br> * 1. Could we use combined RR instead of list of RR ?<br> * 2. Use Column Processing from TypeCheckProcFactory<br> * 3. Why not use GB expr ?  */'",'DESIGN'
"'//  TODO: Temporary for debugging. Doesn\\'t interfere with MTT failures (unlike LOG.debug). '",'DESIGN'
"'//  TODO Deprecation reason does not seem to reflect in the config ?   The ordering is important in case of keys which are also deprecated.   Unset will unset the deprecated keys and all its variants. '",'DESIGN'
"'//  GrpSet Col already part of input RS   TODO: Can\\'t we just copy the ExprNodeDEsc from input (Do we need to   explicitly set table alias to null & VC to false '",'DESIGN'
"'// todo: DataOperationType is set conservatively here we\\'d really want to distinguish update/delete  and insert/select and if resource (that is written to) is ACID or not '",'DESIGN'
"'//  TODO [MM gap]: CTAS may currently be broken. It used to work. See the old code and why isCtas isn\\'t used? '",'DESIGN'
"'// todo: add partitioned table that needs conversion to MM/Acid '",'IMPLEMENTATION'
"'//  TODO: Do we really need all this nonsense? '",'IMPLEMENTATION'
"'//  This is bad but we have to sort the keys of the maps in order   to be commutative. '",'DESIGN'
"'// @TODO this seems to be the same as org.apache.hadoop.hive.ql.parse.CalcitePlanner.TableType.DRUID do we really need both '",'DESIGN'
"'//  TODO: NPE should not be thrown. '",'IMPLEMENTATION'
"'/*  * Tests for the worker thread and its MR jobs. * todo: most delta files in this test suite use txn id range i.e. [NN+M] * That means that they all look like they were created by compaction or by streaming api. * Delta files created by SQL should have [NN] range (and a suffix in v1.3 and later) * Need to change some of these to have better test coverage.  */'",'DESIGN'
